taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval
Gari,0.01,Het,60,Gari,extant,150.8,145,0.0117,0,Tithonian,Cenozoic
Gastrana,0.01,nonHet,24.42,Gastrana,extant,48.6,37.2,0.126,0.0117,Eocene,Pleistocene
Gastrochaena,0.01,nonHet,57,Gastrochaena,extant,254.17,252.17,0.126,0,Changhsingian,Cenozoic
Gastrochaenopsis,148.55,Het,41.8,Gastrochaenopsis,extinct,168.3,166.1,152.1,145,Bathonian,Late Jurassic
Geltena,69.05,nonHet,26.33,Geltena,extinct,125.45,122.46,99.6,93.5,Barremian,Turonian
Gemellima,0.01,nonHet,17.5,Gemellima,extant,37.2,33.9,37.2,33.9,Priabonian,
Gemma,0.01,nonHet,4.25,Gemma,extant,47.8,41.3,0.0117,0,Lutetian,Holocene
Genaxinus,0.01,Het,2.164,Genaxinus,extant,,,,,,
Gervilleioperna,186.75,nonHet,121.84,Gervilleioperna,extinct,199.3,190.8,174.1,170.3,Sinemurian,Aalenian
Gervillia,69.05,nonHet,67.74,Gervillia,extinct,313.8,305.9,41.3,38,Moscovian,Bartonian
Geukensia,0.01,nonHet,133,Geukensia,extant,38,33.9,0.0117,0,Priabonian,Holocene
Gibbolucina,0.01,Het,13.09,Gibbolucina,extant,66,61.6,11.608,5.333,Paleogene,Miocene
Girardotia,142.4,nonHet,57.79,Girardotia,extinct,183,182,125,113,Pliensbachian,Aptian
Girtypecten,257.05,nonHet,21.075,Girtypecten,extinct,358.9,353.8,254.17,252.17,Carboniferous,Permian
Glans,0.01,Het,21.3,Glans,extant,99.6,93.5,0.126,0,Late Cretaceous,Cenozoic
Glebula,0.01,nonHet,59.3375,Glebula,extant,,,,,,
Globivenus,0.01,nonHet,121.7,Globivenus,extant,33.9,28.1,0.126,0,Oligocene,Holocene
Gloripallium,0.01,nonHet,108.6,Gloripallium,extant,28.4,23.03,0.126,0.0117,Oligocene,Pleistocene
Glossus,0.01,Het,100,Glossus,extant,105.3,99.6,1.806,0.781,Albian,Calabrian
Glycymeris,0.01,nonHet,115,Glycymeris,extant,125,113,0.126,0,Aptian,Cenozoic
Glycymerita,0.01,nonHet,57.02857143,Glycymerita,extinct,125,113,5.333,3.6,Aptian,Zanclean
Glycymerula,0.01,nonHet,28,Glycymerula,extant,125,113,0.126,0,Aptian,Cenozoic
Glyptoactis,12.72,Het,36.8,Glyptoactis,extant,221.5,215.56,3.6,2.588,Norian,Neogene
Goethemia,0.01,nonHet,14,Goethemia,extant,0.781,0.126,0.0117,0,Middle Pleistocene,Holocene
Gomphina,0.01,Het,91.5,Gomphina,extant,56,47.8,0.126,0.0117,Eocene,Pleistocene
Gonilia,0.01,Het,7,Gonilia,extant,,,,,,
Gonimyrtea,0.01,nonHet,9.0525,Gonimyrtea,extant,66,61.6,2.588,0.781,Paleogene,Calabrian
Goniocardium,31,nonHet,47.98571429,Goniocardium,extinct,,,,,,
Goniomya,69.05,nonHet,54.12,Goniomya,extinct,323.2,307,70.6,66,Pennsylvanian,Mesozoic
Goniophorina,284.7,nonHet,26.395,Goniophorina,extinct,478.6,470,427.4,419.2,Ordovician,Silurian
Goodallia,0.01,Het,3.4,Goodallia,extant,99.6,93.5,0.126,0.0117,Late Cretaceous,Pleistocene
Goodalliopsis,39.65,nonHet,1.880625,Goodalliopsis,extinct,,,,,,
Goossensia,35.95,nonHet,7.824,Goossensia,extinct,66,61.6,66,61.6,Danian,
Gorjanovicia,77.85,nonHet,48.65714286,Gorjanovicia,extinct,93.9,86.3,72.1,66,Turonian,Maastrichtian
Gouldia,0.01,Het,180,Gouldia,extant,145,132.9,0.126,0.0117,Cretaceous,Pleistocene
Grammatodon,69.05,nonHet,19.355,Grammatodon,extinct,393.3,387.7,0.126,0.0117,Middle Devonian,Pleistocene
Grammysia,352.8,nonHet,61.77142857,Grammysia,extinct,460.9,455.8,290.1,279.3,Darriwilian,Artinskian
Grammysioidea,305.35,nonHet,96.98,Grammysioidea,extinct,433.4,423,382.7,372.2,Wenlock,Frasnian
Granicorium,0.01,Het,55.1,Granicorium,extant,,,,,,
Granocardium,69.05,Het,39.73,Granocardium,extinct,125,113,58.7,55.8,Aptian,Ypresian
Grateloupia,12.72,Het,41.77,Grateloupia,extinct,41.3,38,23.03,20.44,Bartonian,Aquitanian
Gregariella,0.01,nonHet,33.4,Gregariella,extant,72.1,66,0.126,0.0117,Maastrichtian,Pleistocene
Gresslya,148.55,nonHet,49.12,Gresslya,extinct,247.2,242,145,132.9,Middle Triassic,Valanginian
Gryphaea,148.55,nonHet,50.16,Gryphaea,extinct,242,237,37.2,33.9,Ladinian,Eocene
Gryphaeostrea,6.29,nonHet,30.46,Gryphaeostrea,extinct,140.2,136.4,20.44,15.97,Cretaceous,Burdigalian
Guebhardia,167.2,nonHet,16.85384615,Guebhardia,extinct,,,,,,
Guizhoupecten,257.05,nonHet,50.02,Guizhoupecten,extinct,290.1,272.3,254.17,252.17,Artinskian,Lopingian
Gyrostrea,69.05,nonHet,65.77,Gyrostrea,extinct,113,100.5,11.608,5.333,Albian,Miocene
Gythemon,148.55,Het,60.24,Gythemon,extinct,166.1,161.2,164.7,155.7,Callovian,Kimmeridgian
Haastina,167.2,nonHet,19.86,Haastina,extinct,168.3,163.5,168.3,163.5,Bathonian,Callovian
Haenleinia,77.85,nonHet,99.85714286,Haenleinia,extinct,,,,,,
Halobia,218.25,nonHet,83.41428571,Halobia,extinct,247.2,242,170.3,168.3,Middle Triassic,Bajocian
Halonympha,0.01,nonHet,18.7,Halonympha,extant,72.1,66,3.6,2.588,Maastrichtian,Neogene
Hamacuna,0.01,nonHet,3.5,Hamacuna,extant,,,,,,
Hardaghia,69.05,nonHet,73.18571429,Hardaghia,extinct,72.1,66,72.1,66,Maastrichtian,
Haumea,0.01,nonHet,40.3,Haumea,extant,122.46,109,0.0117,0,Aptian,Cenozoic
Hedecardium,0.01,Het,51.6,Hedecardium,extinct,61.6,56,13.65,11.608,Selandian,Tortonian
Heikea,449.1,nonHet,10.57,Heikea,extinct,453,445.2,445.2,443.4,Katian,Hirnantian
Heligmina,18.21,nonHet,24.225,Heligmina,extinct,72.1,66,72.1,66,Maastrichtian,
Heligmopsis,88.05,nonHet,40.47,Heligmopsis,extinct,,,,,,
Hemicyclonosta,4.47,nonHet,20.53846154,Hemicyclonosta,extinct,41.3,38,41.3,38,Bartonian,
Hemidonax,0.01,nonHet,47.8,Hemidonax,extant,3.6,2.588,0.126,0.0117,Piacenzian,Pleistocene
Hemipecten,0.01,nonHet,39.5,Hemipecten,extant,,,,,,
Hercodon,69.05,nonHet,45.07142857,Hercodon,extinct,99.6,93.5,99.6,93.5,Cenomanian,Turonian
Hercynella,377.45,nonHet,85.5,Hercynella,extinct,443.4,427.4,393.3,382.7,Silurian,Middle Devonian
Here,0.01,Het,14.63111111,Here,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene
Heteranomia,0.01,nonHet,22,Heteranomia,extant,56,47.8,0.126,0.0117,Eocene,Pleistocene
Heterodonax,0.01,nonHet,29.7,Heterodonax,extant,28.1,23.03,0.126,0.0117,Chattian,Pleistocene
Heteropecten,262.5,nonHet,19.915,Heteropecten,extinct,323.2,307,252.17,251.3,Pennsylvanian,Induan
Heteropholas,35.95,Het,15.925,Heteropholas,extinct,,,,,,
Heterostrea,169.3,nonHet,184,Heterostrea,extinct,290.1,272.3,72.1,66,Artinskian,Mesozoic
Heterotrigonia,96.9,nonHet,49.4,Heterotrigonia,extinct,,,,,,
Heudeana,0.01,nonHet,91.9,Heudeana,extant,,,,,,
Hexacorbula,0.01,Het,24,Hexacorbula,extant,23.03,20.44,0.0117,0,Neogene,Holocene
Hiatella,0.01,Het,59.7,Hiatella,extant,242,235,0.0117,0,Ladinian,Cenozoic
Hilberia,0.01,nonHet,40,Hilberia,extinct,38,33.9,28.1,23.03,Priabonian,Oligocene
Hilgardia,39.65,nonHet,17.83272727,Hilgardia,extinct,66,56,37.2,33.9,Paleocene,Eocene
Himeraelites,96.9,nonHet,105.4666667,Himeraelites,extinct,125.45,122.46,113,100.5,Barremian,Albian
Hindsiella,35.95,nonHet,6.2575,Hindsiella,extinct,72.1,66,20.44,15.97,Maastrichtian,Burdigalian
Hinnites,0.01,nonHet,180,Hinnites,extant,237,208.5,0.781,0.126,Late Triassic,Middle Pleistocene
Hippopodium,148.55,nonHet,79.1875,Hippopodium,extinct,199.3,190.8,150.8,145,Sinemurian,Late Jurassic
Hippopus,0.01,nonHet,475,Hippopus,extant,11.608,5.333,0.0117,0,Tortonian,Holocene
Hippurites,69.05,nonHet,39.23076923,Hippurites,extinct,100.5,93.9,70.6,66,Late Cretaceous,
Hoernesia,204.9,nonHet,35.5,Hoernesia,extinct,252.17,251.3,208.5,201.3,Triassic,
Hoernesiella,231.5,nonHet,19.88,Hoernesiella,extinct,237,228,237,228,Carnian,
Hoferia,231.5,nonHet,9.405,Hoferia,extant,247.2,242,221.5,201.3,Middle Triassic,Late Triassic
Hokonuia,231.5,nonHet,72.82857143,Hokonuia,extinct,237,228,212,205.6,Carnian,Late Triassic
Homomya,106.75,nonHet,122.9285714,Homomya,extinct,252.17,251.3,28.1,23.03,Mesozoic,Paleogene
Horiopleura,96.9,nonHet,121.9066667,Horiopleura,extinct,130,125.45,112.03,100.5,Hauterivian,Albian
Hubertschenckia,25.57,nonHet,65.4,Hubertschenckia,extinct,47.8,38,33.9,28.1,Lutetian,Rupelian
Humilaria,0.01,nonHet,95,Humilaria,extant,3.6,2.588,0.781,0,Piacenzian,Holocene
Hunkydora,0.01,nonHet,42,Hunkydora,extant,,,,,,
Huxleyia,0.01,nonHet,4,Huxleyia,extant,47.8,38,0.781,0.126,Lutetian,Middle Pleistocene
Hyalopecten,0.01,nonHet,19.52666667,Hyalopecten,extant,3.6,2.588,3.6,2.588,Piacenzian,
Hyotissa,0.01,nonHet,271,Hyotissa,extant,93.5,89.3,0.0117,0,Turonian,Cenozoic
Hypotrema,148.55,nonHet,42.86,Hypotrema,extinct,168.3,166.1,150.8,145,Bathonian,Late Jurassic
Hyridella,0.01,nonHet,85.12857143,Hyridella,extant,100.5,89.3,100.5,89.3,Cenomanian,Coniacian
Hysteroconcha,0.01,nonHet,100,Hysteroconcha,extant,20.44,15.97,0.126,0.0117,Burdigalian,Pleistocene
Ibotrigonia,164.8,nonHet,15.84,Ibotrigonia,extinct,166.1,163.5,166.1,163.5,Callovian,
Icanotia,69.05,nonHet,52.12857143,Icanotia,extinct,125,100.5,70.6,66,Aptian,Late Cretaceous
Idas,0.01,nonHet,59,Idas,extant,66,56,11.62,5.333,Paleogene,Miocene
Illionia,385.2,nonHet,62.85714286,Illionia,extinct,443.4,433.4,422.9,419.2,Silurian,
Ilymatogyra,96.9,nonHet,29.6,Ilymatogyra,extinct,105.3,99.6,59.2,56,Albian,Paleocene
Immanitas,96.9,nonHet,571.4,Immanitas,extinct,,,,,,
Imparilarca,4.47,nonHet,86.2,Imparilarca,extant,139.8,132.9,0.0117,0,Valanginian,Cenozoic
Incanopsis,0.01,nonHet,19.225,Incanopsis,extinct,56,47.8,56,47.8,Ypresian,
Indopecten,218.25,nonHet,50.98571429,Indopecten,extinct,237,228,208.5,201.3,Late Triassic,
Inoceramus,77.85,nonHet,129.04,Inoceramus,extinct,228,215.56,70.6,66,Norian,Cretaceous
Inoceramya,96.9,nonHet,70.42857143,Inoceramya,extinct,100.5,86.3,100.5,86.3,Cenomanian,Coniacian
Inoperna,69.05,nonHet,80.86,Inoperna,extinct,212,205.6,59.2,56,Norian,Paleocene
Integricardium,63.8,Het,82.88333333,Integricardium,extinct,183,182,66,61.6,Pliensbachian,Danian
Iphigenia,0.01,nonHet,87,Iphigenia,extant,23.03,15.97,20.44,15.97,Aquitanian,Burdigalian
Iridina,0.01,nonHet,159.9666667,Iridina,extant,,,,,,
Irus,0.01,Het,50.8,Irus,extant,23.03,20.44,0.0117,0,Neogene,Holocene
Irusella,0.01,nonHet,53.3,Irusella,extant,3.6,2.588,0.126,0,Piacenzian,Holocene
Ischadium,0.01,nonHet,68.9,Ischadium,extant,3.6,2.588,0.126,0.0117,Piacenzian,Pleistocene
Ischyrodonta,449.1,nonHet,24.48,Ischyrodonta,extinct,478.6,468.1,443.4,433.4,Ordovician,Llandovery
Isoarca,69.05,nonHet,26.99,Isoarca,extinct,221.5,215.56,105.3,99.6,Norian,Cenomanian
Isocyprina,160.4,Het,25.27142857,Isocyprina,extinct,237,208.5,125,113,Late Triassic,Aptian
Isognomon,0.01,nonHet,253.5,Isognomon,extant,254.17,252.17,0.126,0.0117,Changhsingian,Pleistocene
Isomonia,0.01,nonHet,44.5,Isomonia,extant,15.97,11.608,15.97,11.608,Langhian,Tortonian
Isopristes,218.25,nonHet,42.85714286,Isopristes,extinct,228,208.5,228,201.3,Norian,Rhaetian
Izumia,69.05,nonHet,16.885,Izumia,extinct,83.6,72.1,72.1,66,Campanian,Maastrichtian
Jactellina,0.01,Het,18.16666667,Jactellina,extinct,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Jagolucina,35.95,nonHet,19.52,Jagolucina,extinct,66,61.6,59.2,56,Paleocene,
Janeia,0.01,nonHet,23.42,Janeia,extant,425.6,423,0.126,0.0117,Ludfordian,Pleistocene
Jaworskiella,178.4,nonHet,104,Jaworskiella,extinct,199.3,190.8,189.6,182.7,Sinemurian,Pliensbachian
Jouannetia,0.01,Het,50.9,Jouannetia,extant,161.2,155.7,3.6,2.588,Late Jurassic,Neogene
Juliacorbula,0.01,nonHet,19,Juliacorbula,extant,83.5,70.6,0.126,0,Campanian,Cenozoic
Jupiteria,0.01,nonHet,17.5,Jupiteria,extant,251.3,247.2,0.781,0.0117,Mesozoic,Pleistocene
Juxtamusium,0.01,nonHet,35,Juxtamusium,extant,3.6,2.588,3.6,2.588,Piacenzian,
Kaibabella,284.7,nonHet,12.805,Kaibabella,extinct,279.3,272.3,259.9,254.17,Kungurian,Wuchiapingian
Kalentera,167.2,nonHet,48.46,Kalentera,extinct,208.5,201.6,175.6,161.2,Rhaetian,Oxfordian
Katadesmia,0.01,nonHet,24.5,Katadesmia,extant,,,,,,
Katelysia,0.01,Het,60,Katelysia,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Kellia,0.01,nonHet,9.5825,Kellia,extant,56,41.3,0.126,0,Eocene,Holocene
Kelliella,0.01,nonHet,15,Kelliella,extant,72.1,66,3.6,2.588,Maastrichtian,Neogene
Kidderia,0.01,nonHet,8.4,Kidderia,extant,21.7,19,21.7,19,Aquitanian,Burdigalian
Kitsonia,51.9,nonHet,14.716,Kitsonia,extinct,61.6,59.2,61.6,59.2,Selandian,
Kobayashites,169.3,nonHet,30.86,Kobayashites,extinct,183,182,170.3,168.3,Pliensbachian,Bajocian
Kochia,400.45,nonHet,59.19,Kochia,extinct,402.5,391.9,376.1,370.6,Emsian,Late Devonian
Kokanostrea,35.95,nonHet,26.71,Kokanostrea,extinct,41.3,38,38,33.9,Bartonian,Priabonian
Korobkovitrigonia,77.85,nonHet,71.54117647,Korobkovitrigonia,extinct,99.6,93.5,93.5,89.3,Cenomanian,Coniacian
Krumbeckiella,218.25,nonHet,38.86,Krumbeckiella,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic
Kugleria,96.9,nonHet,111.96,Kugleria,extinct,113,100.5,113,100.5,Albian,
Kummelia,51.9,Het,66.76,Kummelia,extinct,70.6,66,59.2,56,Maastrichtian,Paleocene
Labrostrea,51.9,nonHet,30.12,Labrostrea,extinct,72.1,66,72.1,66,Maastrichtian,
Laciolina,0.01,Het,58.34,Laciolina,extant,125.45,122.46,0.0117,0,Barremian,Cenozoic
Laevicardium,0.01,Het,190,Laevicardium,extant,145,130,0.0117,0,Cretaceous,Cenozoic
Laevichlamys,0.01,nonHet,96.4,Laevichlamys,extant,5.333,2.588,0.126,0.0117,Pliocene,Pleistocene
Laevitrigonia,91.55,nonHet,60.61176471,Laevitrigonia,extinct,190.8,183,70.6,66,Pliensbachian,Cretaceous
Lahilleona,63.8,Het,76.46,Lahilleona,extinct,,,,,,
Lahillia,69.05,Het,75.06,Lahillia,extinct,85.8,83.5,20.44,15.97,Santonian,Burdigalian
Lajonkairia,0.01,Het,25,Lajonkairia,extant,7.246,5.333,7.246,5.333,Messinian,
Lamelliconcha,0.01,nonHet,58.6,Lamelliconcha,extant,55.8,48.6,0.126,0,Eocene,Holocene
Lapeirousia,69.05,nonHet,175.2727273,Lapeirousia,extinct,89.8,83.6,70.6,66,Coniacian,Maastrichtian
Lasaea,0.01,nonHet,3.304,Lasaea,extant,28.4,23.03,0.0117,0,Oligocene,Holocene
Lasaeina,18.21,nonHet,3.972972973,Lasaeina,extinct,23.03,15.97,15.97,11.608,Aquitanian,Tortonian
Lasaeokellya,12.72,nonHet,4.975,Lasaeokellya,extinct,,,,,,
Lasaeoneaera,35.95,nonHet,4.396296296,Lasaeoneaera,extinct,,,,,,
Laubeia,231.5,nonHet,13.13076923,Laubeia,extinct,235,232,235,232,Carnian,
Ledina,35.95,nonHet,27.25,Ledina,extinct,72.1,66,13.82,11.62,Maastrichtian,Serravallian
Legrandina,0.01,nonHet,2.8,Legrandina,,,,,,,
Leguminaia,0.01,nonHet,78.05,Leguminaia,extant,,,,,,
Leila,0.01,nonHet,42.9,Leila,extant,,,,,,
Leinzia,262.5,nonHet,35.93,Leinzia,extinct,268.8,265.1,268.8,259.9,Wordian,Capitanian
Lentidium,0.01,Het,10,Lentidium,extant,99.6,93.5,0.0117,0,Late Cretaceous,Cenozoic
Leopecten,0.01,nonHet,150,Leopecten,extant,33.9,28.4,0.126,0,Oligocene,Holocene
Lepidocardia,0.01,nonHet,30,Lepidocardia,extant,,,,,,
Leptochondria,218.25,nonHet,29.09,Leptochondria,extinct,303.7,295.5,170.3,168.3,Gzhelian,Bajocian
Leptodesma,262.5,nonHet,61.43,Leptodesma,extinct,460.9,455.8,254.17,252.17,Darriwilian,Permian
Leptomya,0.01,Het,43.2,Leptomya,extant,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Lepton,0.01,Het,8.9875,Lepton,extant,66,61.6,0.0117,0,Cenozoic,
Leptopecten,0.01,nonHet,71,Leptopecten,extant,28.1,23.03,0.126,0,Chattian,Holocene
Leptosolen,69.05,nonHet,48.9,Leptosolen,extinct,125,113,66,61.6,Aptian,Danian
Leuroactis,0.01,Het,100.7,Leuroactis,extinct,,,,,,
Liebea,257.05,nonHet,17.23666667,Liebea,extinct,298.9,295.5,254.17,252.17,Permian,
Lilangina,231.5,nonHet,86,Lilangina,extinct,247.2,237,247.2,237,Middle Triassic,
Lima,0.01,nonHet,158,Lima,extant,307,298.9,0.126,0,Kasimovian,Cenozoic
Limanomia,377.45,nonHet,55.9,Limanomia,extinct,383.7,382.4,382.7,370.6,Givetian,Late Devonian
Limarca,31,nonHet,5.7525,Limarca,extinct,38,33.9,33.9,28.4,Priabonian,Rupelian
Limaria,0.01,nonHet,58.4,Limaria,extant,242,237,0.0117,0,Ladinian,Cenozoic
Limatulella,0.01,nonHet,20.37142857,Limatulella,extant,242,237,0.0117,0,Ladinian,Cenozoic
Limea,0.01,nonHet,5.3,Limea,extant,247.2,242,0.781,0.126,Middle Triassic,Middle Pleistocene
Limipecten,257.05,nonHet,53.39,Limipecten,extinct,358.9,345,254.17,252.17,Carboniferous,Permian
Limnoperna,0.01,nonHet,47,Limnoperna,extant,,,,,,
Limopsis,0.01,nonHet,33.67,Limopsis,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Lindapecten,0.01,nonHet,100.7,Lindapecten,extant,28.1,23.03,0.126,0.0117,Chattian,Pleistocene
Linetia,164.8,nonHet,38.6,Linetia,extinct,,,,,,
Linga,0.01,Het,20.30555556,Linga,extant,56,47.8,0.126,0.0117,Eocene,Pleistocene
Linotrigonia,69.05,nonHet,12.53,Linotrigonia,extinct,163.5,152.1,70.6,66,Late Jurassic,Cretaceous
Linsdallia,169.3,nonHet,94.05714286,Linsdallia,extinct,,,,,,
Linter,69.05,nonHet,5.355,Linter,extinct,100.5,93.9,70.6,66,Late Cretaceous,
Lioberus,0.01,nonHet,50,Lioberus,extant,5.333,3.6,5.333,3.6,Zanclean,
Lioconcha,0.01,nonHet,58.7,Lioconcha,extant,15.97,11.62,0.126,0,Langhian,Holocene
Liocyma,0.01,nonHet,45,Liocyma,extant,33.9,28.4,0.126,0.0117,Oligocene,Pleistocene
Liodonax,35.95,nonHet,26.84,Liodonax,extinct,,,,,,
Liopistha,69.05,nonHet,25.7,Liopistha,extinct,125,112.03,70.6,66,Aptian,Late Cretaceous
Liostrea,148.55,nonHet,41.21428571,Liostrea,extinct,242,237,41.3,33.9,Ladinian,Eocene
Liothyris,69.05,Het,45.775,Liothyris,extinct,83.6,72.1,70.6,66,Campanian,Maastrichtian
Liotrigonia,186.75,nonHet,56.82,Liotrigonia,extinct,242,237,189.6,182.7,Ladinian,Pliensbachian
Lirodiscus,35.95,Het,25.17,Lirodiscus,extinct,66,59.2,38,33.9,Paleocene,Eocene
Lirophora,0.01,nonHet,58,Lirophora,extant,38,33.9,0.0117,0,Priabonian,Holocene
Lissarca,0.01,nonHet,8,Lissarca,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Litharca,0.01,nonHet,87,Litharca,extant,,,,,,
Lithophaga,0.01,nonHet,147,Lithophaga,extant,339.4,336,0.0117,0,Visean,Cenozoic
Litorhadia,12.72,nonHet,16.16333333,Litorhadia,extant,61.6,59.2,15.97,13.82,Selandian,Langhian
Lituyapecten,0.01,nonHet,125.4102564,Lituyapecten,extant,5.333,2.588,0.781,0.126,Pliocene,Middle Pleistocene
Longimactra,0.01,Het,96.88,Longimactra,extant,41.3,38,41.3,38,Bartonian,
Loparia,35.95,nonHet,6.903333333,Loparia,extinct,66,61.6,66,61.6,Danian,
Lopatinia,69.05,nonHet,38.81,Lopatinia,extinct,163.5,157.3,163.5,157.3,Oxfordian,
Lopha,0.01,nonHet,110,Lopha,extant,279.3,272.3,0.0117,0,Kungurian,Cenozoic
Loringella,0.01,nonHet,34,Loringella,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Loripes,0.01,nonHet,12.95416667,Loripes,extant,259.9,254.17,0.0117,0,Lopingian,Cenozoic
Lortiella,0.01,nonHet,92.2,Lortiella,,,,,,,
Loxocardium,18.21,nonHet,16.635,Loxocardium,extinct,66,61.6,5.333,2.588,Paleogene,Neogene
Lucina,0.01,Het,54.7125,Lucina,extant,387.7,382.7,0.126,0,Givetian,Cenozoic
Lucinella,0.01,nonHet,8.81,Lucinella,extant,28.1,23.03,0.126,0.0117,Chattian,Pleistocene
Luciniola,186.75,nonHet,7.2,Luciniola,extant,208.5,201.3,182.7,168.3,Rhaetian,Bajocian
Ludbrookia,96.9,nonHet,35.19,Ludbrookia,extinct,125,113,100.5,93.9,Aptian,Cenomanian
Lunulicardia,0.01,nonHet,73,Lunulicardia,extant,23.03,15.97,0.126,0.0117,Neogene,Pleistocene
Lutraria,0.01,Het,168,Lutraria,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Lutromactra,0.01,Het,51.1,Lutromactra,,,,,,,
Lycettia,69.05,nonHet,33.32,Lycettia,extinct,196.5,189.6,70.6,66,Sinemurian,Cretaceous
Lyonsia,0.01,nonHet,57,Lyonsia,extant,201.3,196.5,0.0117,0,Jurassic,Cenozoic
Lyratellina,0.01,Het,43.04285714,Lyratellina,extant,28.4,23.03,0.0117,0,Oligocene,Holocene
Lyrocardium,0.01,Het,72.4,Lyrocardium,extant,2.588,0.0117,0.126,0.0117,Pleistocene,
Lyrodesma,435.95,nonHet,10.42,Lyrodesma,extinct,478.6,466,419.2,410.8,Ordovician,Lochkovian
Lyropecten,0.01,nonHet,187.2666667,Lyropecten,extinct,83.5,70.6,2.588,0.0117,Campanian,Pleistocene
Macalia,0.01,nonHet,33.19,Macalia,extant,5.333,0.0117,5.333,0.0117,Pliocene,Pleistocene
Maccoyella,106.75,nonHet,69.25714286,Maccoyella,extinct,171.6,168.3,105.3,99.6,Middle Jurassic,Cenomanian
Machomya,148.55,nonHet,70.43,Machomya,extinct,182.7,168.3,155.7,150.8,Toarcian,Late Jurassic
Macoma,0.01,Het,33.275,Macoma,extant,66,56,0.0117,0,Cenozoic,
Macomona,0.01,Het,85.4,Macomona,extant,41.3,38,0.781,0.126,Bartonian,Middle Pleistocene
Macrocallista,0.01,nonHet,188,Macrocallista,extant,113,100.5,0.0117,0,Albian,Cenozoic
Macrochlamis,0.01,nonHet,59.87,Macrochlamis,extinct,28.4,23.03,7.246,5.333,Oligocene,Miocene
Macrodontella,244.6,nonHet,23.21,Macrodontella,extinct,247.2,242,247.2,242,Anisian,
Macrosolen,18.21,nonHet,120.25,Macrosolen,extinct,47.8,41.3,11.608,5.333,Lutetian,Miocene
Mactra,0.01,Het,126,Mactra,extant,199.3,190.8,0.0117,0,Sinemurian,Cenozoic
Mactrellona,0.01,nonHet,140.6,Mactrellona,extant,48.6,37.2,2.588,0.781,Eocene,Calabrian
Mactrinula,0.01,Het,86,Mactrinula,extant,15.97,5.333,2.588,0.0117,Langhian,Pleistocene
Mactroderma,0.01,nonHet,116,Mactroderma,extant,28.1,23.03,0.0117,0,Chattian,Holocene
Mactromeris,0.01,Het,167,Mactromeris,extant,99.6,93.5,0.126,0.0117,Late Cretaceous,Pleistocene
Mactromya,148.55,nonHet,22.528,Mactromya,extinct,247.2,242,125,113,Middle Triassic,Aptian
Mactromyopsis,164.8,Het,19.6,Mactromyopsis,extinct,168.3,166.1,166.1,163.5,Bathonian,Callovian
Mactropsis,35.95,nonHet,16.95333333,Mactropsis,extinct,56,47.8,56,47.8,Ypresian,
Malayomaorica,154.7,nonHet,32.43333333,Malayomaorica,extinct,175.6,161.2,148.5,145,Toarcian,Late Jurassic
Malletia,0.01,nonHet,62,Malletia,extant,254.17,252.17,0.0117,0,Changhsingian,Cenozoic
Malleus,0.01,nonHet,314,Malleus,extant,23.03,20.44,0.126,0.0117,Neogene,Pleistocene
Malvufundus,0.01,nonHet,127.06,Malvufundus,extant,,,,,,
Maminka,424.3,nonHet,26.98,Maminka,extinct,433.4,430.5,427.4,419.2,Wenlock,Pridoli
Mancikellia,0.01,nonHet,3.21875,Mancikellia,extant,,,,,,
Manticula,231.5,nonHet,79.61428571,Manticula,extinct,242,228,145,139.8,Ladinian,Berriasian
Manupecten,0.01,nonHet,86.5,Manupecten,extant,33.9,28.1,2.588,0.781,Oligocene,Calabrian
Manzanella,270.55,nonHet,12.135,Manzanella,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian
Maoricardium,0.01,Het,177.8,Maoricardium,extant,5.333,3.6,5.333,3.6,Zanclean,
Maorithyas,0.01,nonHet,44.47,Maorithyas,extant,47.8,41.3,47.8,41.3,Lutetian,
Maoritrigonia,218.25,nonHet,46.61,Maoritrigonia,extinct,237,228,205.6,201.3,Late Triassic,
Marcia,0.01,Het,65,Marcia,extant,56,38,0.126,0.0117,Eocene,Pleistocene
Margaritaria,4.47,nonHet,76.78,Margaritaria,extinct,41.3,38,3.6,2.588,Bartonian,Neogene
Margaritifera,0.01,nonHet,129.38,Margaritifera,extant,237,201.3,0.0117,0,Late Triassic,Cenozoic
Margostrea,69.05,nonHet,31.24,Margostrea,extinct,93.9,89.8,93.9,89.8,Turonian,
Martesia,0.01,Het,45.23333333,Martesia,extant,190.8,170.3,0.126,0.0117,Pliensbachian,Pleistocene
Matheria,428.95,nonHet,18.84,Matheria,extinct,460.9,449.5,443.4,427.4,Darriwilian,Wenlock
